id,registrationId,疾患名,疾患略語,手法,調査種別,対象者種別,専門,実績数,問合せのみ,対象条件,薬剤,リクルート実施,モデレーター,クライアント,エンドクライアント,PJ番号,実施年月,登録担当,登録日
361,20251023-0367,ASCVD,ASCVD,IDI,定性,医師,神経内科,6,FALSE,直近3か月のASCVD患者＞30名、除外条件＝ 直近3か月の主要イベント既往ASCVD患者＞20名,,キャンドゥ,,Holden,,,2025/10/21 0:00,,
362,20251023-0370,多発性硬化症,MS,アンケート,定量,医師,神経内科,12,TRUE,過去3ヶ月間で、非再発性二次進行性多発性硬化症（nrSPMS）、非活動性二次進行性多発性硬化症（naSPMS）患者のいずれかを2名以上診療している,,日経BP,,Holden,,,,,2025-10-23
364,20251024-0001,動脈硬化性心血管疾患,ASCVD,IDI,定性,医師,PCP，循環器内科,9,FALSE,1ヵ月あたりの動脈硬化/動脈硬化性心血管疾患患者の診療数が20人以上,,シード,松江さん,The Link Group,イーライリリー,Z02030167,2025/7,栗秋,2025-10-24
365,20251024-0002,気管支拡張症,BE,IDI,定性,患者,,5,TRUE,気管支拡張症と診断されていること,,3H,,Global Survey,,,2025/09,,2025-10-24
366,20251024-0003,アトピー性皮膚炎,AD,IDI,定性,医師,皮膚科,3,FALSE,•	過去3か月間に小児AD患者（生後6ヶ月～17歳)を20名以上診療している；•	生後6か月～11歳の患者を診療している；•	過去3か月以内に、小児AD患者にデュピクセントを処方している,イブグリース,キャンドゥ,,Escalent,イーライリリー,Z09042179,2025/10,トゥイード,2025-10-24
367,20251024-0004,アトピー性皮膚炎,AD,IDI,定性,医師,小児アレルギー科,3,FALSE,過去3か月間に小児AD患者（生後6ヶ月～17歳)を20名以上診療している； 生後6か月～11歳の患者を診療している； 過去3か月以内に、小児AD患者にデュピクセントを処方している,イブグリース,キャンドゥ,,Escalent,イーライリリー,Z09042179,2025/10,トゥイード,2025-10-24
368,20251024-0005,アトピー性皮膚炎,AD,IDI,定性,医師,小児科,3,FALSE,過去3か月間に小児AD患者（生後6ヶ月～17歳)を20名以上診療している；生後6か月～11歳の患者を診療している；過去3か月以内に、小児AD患者にデュピクセントを処方している,イブグリース,キャンドゥ,,Escalent,イーライリリー,Z09042179,2025/10,トゥイード,2025-10-24
369,20251024-0006,遺伝性出血性毛細血管拡張症,HHT,IDI,定性,患者,,1,TRUE,医師により診断がついている,,3H,,MarketVision,Alnylam,,2025/10,山本,2025-10-24
370,20251024-0007,フォン・ヴィルブランド病,VWD,IDI,定性,患者,,1,TRUE,医師より診断されている,,3H,,MarketVision,Alnylam,,2025/10,山本,2025-10-24
371,20251024-0008,遺伝性出血性毛細血管拡張症,HHT,IDI,定性,介護者,,1,TRUE,家族が医師により診断されている,,3H,,MarketVision,Alnylam,,2025/10,山本,2025-10-24
372,20251024-0009,アトピー性皮膚炎,AD,IDI,定性,医師,皮膚科,3,FALSE,※小児皮膚科を獲得できなかったため、「小児患者が多い皮膚科」を代わりに獲得した；過去3か月間に小児AD患者（生後6ヶ月～17歳)を20名以上診療している；生後6か月～11歳の患者を診療している；過去3か月以内に、小児AD患者にデュピクセントを処方している,イブグリース,キャンドゥ,,Escalent,イーライリリー,Z09042179,2025/10,トゥイード,2025-10-24
373,20251024-0010,過敏性腸症候群,IBS,TDI,定性,医師,消化器内科,10,FALSE,過敏性腸症候群の患者を月に20名以上診療している；先生がご担当されている過敏性腸症候群患者さん全体（サブタイプを問わず）のうち、IBS治療のために処方薬を使用している方が20％以上,インクレチンと類似の作用の治療薬を検討中,キャンドゥ,末田 江里奈,Holden,イーライリリー,Z08002129,2025/９,末田,2025-10-24
374,20251025-0001,腹膜透析,PD,IDI,定性,患者,,3,FALSE,過去6ヶ月以上12年以内に腹膜透析に切り替わっている。自宅で透析をしている,,SNS,,The Link Group,Baxter,,2022/06,本田,2025-10-25
375,20251026-0001,過敏性腸症候群(IBS),IBS,IDI,定性,医師,消化器内科,10,TRUE,1か月間にIBS患者20名以上。薬剤を50%以上の患者に処方,,キャンドゥ,,Holden,,,2024/08,本田,2025-10-26
376,20251026-0002,限局型小細胞肺がん(LS-SCLC),LS-SCLC,IDI,定性,医師,呼吸器内科,6,FALSE,過去1年で限局型小細胞肺がん (LS-SCLC)患者が5名以上。進展型小細胞肺がん（ES-SCLC）の治療として、アテゾリズマブ、デュルバルマブいずれかの経験,,キャンドゥ,,Holden,,,2024/09,本田,2025-10-26
377,20251026-0003,脊髄性筋萎縮症　SMA,SMA,IDI,定性,医師,小児科,20,TRUE,小児神経科医、および小児・若年成人のSMA患者を診療,,キャンドゥ,,Holden,,,2025/07,本田,2025-10-26
"381","20251027-0001","切除不能・再発胃がん","Gastric Cancer","Webアンケート","定量","医師","消化器外科","110","FALSE","消化器内科・外科：胃がん　→　切除不能・再発がん患者が過去1年で5名以上","","日経BP","","","","W02023166","2022/04","本田","2025-10-27"
"382","20251027-0002","脱毛・美容医療","Cosmetic medicine","Webアンケート","定量","医師","皮膚科","43","FALSE","皮膚科医師・美容医療・その他、美容医療に携わる。美容医療機器の購入意思決定権限があること。レーザー脱毛、色素沈着、しわ改善、タトゥー除去に使う装置、医療エステ機器","","日経BP","","Dynata","","W07031167","2022/07","本田","2025-10-27"
"383","20251027-0003","HIV","HIV","Webアンケート","定量","医師","血液内科","50","TRUE","HIVを3カ月で50人以上と回答：6人、20人以上と回答さ：8人、10人以上と回答：12人","","日経BP","","","","","","本田","2025-10-27"
"384","20251027-0004","人工股関節置換術","Total hip replacement, THP","Webアンケート","定量","医師","整形外科","120","TRUE","人工股関節置換術の年間実施件数の閾値設定していない場合の回収数","","日経BP","","","","","2022/08","本田","2025-10-27"
"385","20251028-0001","２型糖尿病","T2D","IDI","定性","医師","内分泌代謝内科","4","FALSE","２型糖尿病患者を1か月あたり76名以上診察・治療している","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Y11075267","2025/03","早川","2025-10-28"
"386","20251028-0002","２型糖尿病","T2D","IDI","定性","医師","内科","4","FALSE","２型糖尿病患者を一か月に41名以上診察・治療している","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Y11075267","2025/03","早川","2025-10-28"
"387","20251028-0003","排便管理デバイス（疾患名なし）","N/A","Webアンケート","定量","医師","消化器内科、泌尿器科、循環器科","60","FALSE","消化器内科、泌尿器科、循環器科（各20サンプル）部長以上（科長または院長が望ましい）医療機器購入に関する関与：次のいずれかに該当すること　1.	医療機器の導入提案をする立場　2.	医療機器の購入を決定する立場　3.	医療機器から得られたデータを活用する立場","","日経BP","","アステラス製薬","アステラス製薬","V02010166","2022/02","本田","2025-10-28"
"388","20251028-0004","排便管理デバイス（疾患名なし）","N/A","Webアンケート","定量","看護師","","32","FALSE","担当患者の疾患領域は消化器／泌尿器／循環器、施設病床数：200床以上。1: トイレ数・洋式便器の数について回答可能 2:	施設全体（外来、病棟全体）または自分の担当病棟（集中トイレ、個室トイレ、分散トイレ）を把握している 3: 現在、入院患者の排便記録・管理を担当している","","日経BP","","アステラス製薬","アステラス製薬","V02010166","2021/02","本田","2025-10-28"
"389","20251028-0005","ドライアイ","Dry eye","IDI","定性","医師","眼科","8","FALSE","•	月に少なくとも20人のドライアイ患者を診ている；•	軽度・中等度・重度いずれかのドライアイ患者を最低1人は診ている；•	ドライアイ患者に対して治療法を推奨・処方する責任を持っている；•	処方薬（以下のいずれか）を少なくとも1つ扱っている： ；イケルビス（シクロスポリン）/ ジクアス（ジクアホソル）/ ムコスタ（レバミピド）/ ヒアレイン（ヒアルロン酸ナトリウム）","","キャンドゥ","松江","Purdie Pascoe","","V04050167","2021/06","本田","2025-10-28"
"391","20251029-0001","非小細胞肺がん","NSCLC / Non-Small Cell Lung Cancer","IDI","定性","患者","","2","FALSE","NSCLC Stage IVであること。扁平上皮型NSCLCでPD-L1 変異または変異なし。薬剤を使用していること","","3H","坂本 麗衣","The Link Group","Seattle Genetics","V08064167","2021/10","本田","2025-10-29"
"392","20251029-0002","非小細胞肺がん","NSCLC / Non-Small Cell Lung Cancer","IDI","定性","介護者","","2","FALSE","家族で患者がNSCLC Stage IVであること。扁平上皮型NSCLCでPD-L1 変異または変異なし。薬剤を使用していること","","3H","坂本 麗衣","The Link Group","Seattle Genetics","V08064167","2021/10","本田","2025-10-29"
"393","20251029-0003","大うつ病","Major Depressive Disorder","IDI","定性","医師","精神科","11","FALSE","月に20名以上の大うつ病性障害(MDD)の患者さん診ていること。患者さんの内、50% 以上が軽度・中等度の症状があること","","キャンドゥ","","Lumanity","大塚製薬","V03044167","2021/04","本田","2025-10-29"
"394","20251029-0004","真性赤血球増加症（PV）","PV","IDI","定性","医師","血液内科","10","FALSE","真性赤血球増加症（PV）の患者さんを年間4名以上診療している医師","BESREMi","キャンドゥ","","","ファーマエッセンシアジャパン","V01011166","2021/02","本田","2025-10-29"
"395","20251029-0005","びまん性大細胞型B細胞リンパ腫","DLBCL / Diffuse Large B-Cell Lymphoma","IDI","定性","患者","","10","TRUE","現在治療中または治療歴があること。3H返信→　NHL（非ホジキンリンパ腫）：10名以上 / DLBCL（びまん性大細胞型B細胞リンパ腫）：10名程度 / CLL（慢性リンパ性白血病）：5名程度 / FL（濾胞性リンパ腫）：0～1名程度","","3H","","Holden","","","2025/05","本田","2025-10-29"
"396","20251029-0006","転移性食道がん","Esophageal Cancer","IDI","定性","患者","","3","FALSE","ステージ3 / 4 の局所進行性・転移性食道がん。医師が処方する薬／薬剤／化学療法の治療を受けていること。バイオマーカーで遺伝子変異を把握していること（PD-L1 ・MSI・HER 2など）","","3H","村田","The Link Group","Seagen","W09036167","2022/11","本田","2025-10-29"
"397","20251029-0007","化膿性汗腺炎（HS）","HS / Hidradenitis Suppurativa","Webアンケート","定量","医師","皮膚科","35","TRUE","過去3ヶ月間に診察した化膿性汗腺炎の成人患者数が6名以上（カルテベース）、そのうち20%以上が中等症～重症。中等症～重症患者に対して、ご自身が生物学的製剤による治療（切り替え含む）を開始したことがある","","日経BP","","Holden","","","2025/06","本田","2025-10-29"
"398","20251029-0008","潰瘍性大腸炎（UC）","UC / Ulcerative Colitis","IDI","定性","患者","","10","FALSE","中等度・重症の潰瘍性大腸炎（UC）であること。次のいずれかの薬剤を使用しているまたは使用したことがある。 Inflectra/Xeljanz/Prednisone/Methylprednisolone　【アスマーク 3名・3H 8名でリクルート】","Xeljanz","3H・アスマーク","米村","fieldcats","Pfizer","W03059167","2022/03","本田","2025-10-29"
"399","20251031-0001","転移性非小細胞肺がん（mNSCLC）","mNSCLC","IDI","定性","医師","呼吸器内科","12","FALSE","過去1ヵ月のNSCLC患者数15人以上、mNSCLC患者数7人以上。ゲノムプロファイリング／バイオマーカー検査を実施している","","キャンドゥ","","The Link Group","","","2021/11","本田","2025-10-31"
"400","20251031-0002","早期乳がん","EBC / early breast cancer","会場調査","定性","患者","","12","FALSE","1. Early AI/SERM グループ  • AIまたはSERMで治療中 • 人数：N=4  2. Late AI/SERM グループ   • AIまたはSERMで治療経験あり • 治療期間 5年以上（うち7年以上は最大2名まで） • 人数：N=2 • CDK阻害薬治療をミックス　3. Past AI/SERM グループ • 2〜6年 AI/SERM治療後に中止    • 人数：N=2","","3H","国吉　尚子","The Link Group","イーライリリー","Z05028167","2025/09","本田","2025-10-31"
"401","20251031-0003","全身性エリテマトーデス(SLE)/ループス腎炎(LN)","SLE","IDI","定性","医師","腎臓内科","12","FALSE","ループス腎炎を伴う全身性エリテマトーデスの患者を1年間で5名以上。・バイオ製剤を処方している、","","キャンドゥ","末田　江里奈","Holden","Holden","","2025/07","本田","2025-10-31"
"402","20251031-0004","慢性腎臓病","CKD","IDI","定性","医師","循環器内科、内分泌代謝内科","8","FALSE","開業医、日常的に腎機能スクリーニングをしている","Vicadrostat","キャンドゥ","斉藤靖雄","The Link Group","Boehringer Ingelheim","Z08032255","2025/10","西村","2025-10-31"
"403","20251031-0005","慢性腎臓病","CKD","IDI","定性","医師","内科","10","FALSE","開業医、日常的に腎機能のスクリーニングをしている、アルブミン尿のスクリーニングを UACR（尿中アルブミン／クレアチニン比）（ACR（アルブミン／クレアチニン比）または尿中微量アルブミン検査）を用いて行っている","Vicadrostat","キャンドゥ","斉藤靖雄","The Link Group","Boehringer Ingelheim","Z08032255","2025/10","西村","2025-10-31"
"404","20251031-0006","免疫性血小板減少症","Immune Thrombocytopenia","Webアンケート","定量","医師","血液内科","40","TRUE","過去6ヶ月間の、免疫性血小板減少症患者の診察が6件以上","","日経BP","","Holden","","","2025/10","本田","2025-10-31"
"405","20251031-0007","急性白血病","Acute Leukemia / AL","IDI","定性","医師","腫瘍内科","8","FALSE","過去3ヵ月に患者5人以上、診断におけるバイオマーカー検査を実施（IDH1/2を遺伝子パネル検査の一部として）（血液内科・腫瘍内科で獲得）【一般３/大学5の割付】","","キャンドゥ","","The Link Group","","","2021/07","本田","2025-10-31"
"406","20251031-0008","胆管悪性腫瘍","Biliary Tract Cancer (Cholangiocarcinoma) BTC (CCA)","IDI","定性","医師","消化器内科","8","FALSE","胆管悪性腫瘍の患者数月5名以上。バイオマーカー検査を実施（IDH1/2を遺伝子パネル検査の一部として）（腫瘍内科・消化器外科・消化器内科・肝胆膵内科で獲得）【一般３/大学5の割付】","","キャンドゥ","","The Link Group","","","2021/06","本田","2025-10-31"
"407","20251031-0009","複数がん治療","","IDI","定性","医師","病理科","3","FALSE","癌・バイオマーカーのテスト。剖検・組織診断を専門としている。臨床検査室長以外は病理診断50%以上：複数のがんが対象・膵臓癌/ 大腸癌 / 腫瘍内科 / 肉腫 (整形外科医／肉腫専門) 卵巣がん / 病理学","","キャンドゥ","","Escalent","イーライリリー","","2021/08","本田","2025-10-31"
